,iter_idx,sample_num,unq_num,actual_unq_num,repetition_num,next_rep_sample_num,sampling_time,max_amp,min_amp,sampled_prob,eval_amps_time,ipr,renorm_ipr,candidate_x_primes_num,sampled_unq_x_primes_num,sampled_x_primes_num,sampled_coupled_yz_num,non_sampled_unq_x_primes_num,non_sampled_x_primes_num,non_sampled_coupled_yz_num,candidates_time,filter_candidates_time,find_a_in_b_time,find_sampled_and_coupled_time,sampled_matrix_elements_time,sampled_scatter_time,non_sampled_matrix_elements_time,non_sampled_scatter_time,eval_non_sampled_amps_time,full_energy,sample_aware_energy,hf_proj_energy_real,hf_proj_energy_imag,full_hf_proj_energy_real,full_hf_proj_energy_imag,eval_loss_time,backward_time,sr_unq_num,sr_sampled_prob,sr_max_amp,sr_min_amp,sr_time,proc_grad_time,iter_time
90,90,(0.9999999999999997+0j),10000,10000,1,10000,0.06377220153808594,(0.7654202221473633-0.06217517461680517j),(4.726621861141606e-07-1.8612175072151505e-07j),0.9985585676406843,0.053049564361572266,0.4282119826832629,0.42944913416241953,,,130413,5600954,,,,,,,0.18252062797546387,0.08236002922058105,0.0016558170318603516,,,,,-88.14267726612538,-88.76024301362622,0.04139464935409115,,,0.3204936981201172,0.06185197830200195,50,0.9946664150442435,(0.7654202221473633-0.06217517461680517j),(0.007336480875401713-0.002443401255299742j),0.12578821182250977,0.12688541412353516,0.5837934017181396
91,91,(0.9999999999999999+0j),10000,10000,1,10000,0.06554293632507324,(0.8137492360691605-0.05218924752852705j),(7.633491755803909e-07+3.6469578310321756e-08j),0.9986892806619599,0.051758527755737305,0.49047729381159105,0.4917655822825678,,,135160,5638100,,,,,,,0.16715145111083984,0.07404637336730957,0.001613616943359375,,,,,-88.18453315810171,-88.75519892411126,0.05358114491875095,,,0.29540324211120605,0.059966325759887695,50,0.9950519633700432,(0.8137492360691605-0.05218924752852705j),(0.007294398455504574+0.0016686299424207255j),0.12162446975708008,0.12272453308105469,0.5543992519378662
92,92,(1+0j),10000,10000,1,10000,0.06281089782714844,(0.8517675970769226-0.07376991211284314j),(6.510827902443195e-07-1.349144824186199e-07j),0.9988324735140803,0.04974365234375,0.5620235041117646,0.5633381606615273,,,138060,5659888,,,,,,,0.17656898498535156,0.0847632884979248,0.001768350601196289,,,,,-88.22064025660855,-88.7512764658647,0.06492292730920739,,,0.31374549865722656,0.06970047950744629,50,0.9954951250513098,(0.8517675970769226-0.07376991211284314j),(0.006667312863265295-0.0024097177262337103j),0.141007661819458,0.14228391647338867,0.5998973846435547
93,93,(1.0000000000000007+0j),10000,10000,1,10000,0.07498669624328613,(0.8771017416414882-0.129047321704681j),(2.5589356914323023e-07+4.5098447717481274e-07j),0.9989791922634617,0.0569615364074707,0.6331826822850645,0.6344773799651577,,,143529,5700486,,,,,,,0.15801644325256348,0.0805044174194336,0.001672983169555664,,,,,-88.25039938245936,-88.74927268145485,0.07428016376626052,,,0.2980523109436035,0.06235694885253906,50,0.9959562716871604,(0.8771017416414882-0.129047321704681j),(-0.0063793804918092336+0.0017613599532233495j),0.1271827220916748,0.12829041481018066,0.5745000839233398
94,94,(0.9999999999999998+0j),10000,10000,1,10000,0.06706690788269043,(0.8942394518589662-0.17327667671524535j),(-1.387057911122627e-07-4.824438246313478e-07j),0.9991162296653981,0.05083322525024414,0.6969753801636068,0.6982089475378808,,,147471,5725714,,,,,,,0.17097234725952148,0.07828021049499512,0.0017049312591552734,,,,,-88.27355599620479,-88.75019016989759,0.0820469554817877,,,0.3026111125946045,0.05361318588256836,50,0.9964136587239795,(0.8942394518589662-0.17327667671524535j),(0.0046026560977129646-0.0037905949922574923j),0.12308049201965332,0.12415647506713867,0.5582528114318848
95,95,(1.0000000000000002+0j),10000,10000,1,10000,0.06305360794067383,(0.9170345926566279-0.1484159852167408j),(-3.3121467619115716e-07-2.404440666758334e-07j),0.9992410750697128,0.05306577682495117,0.7497000277859301,0.7508392565881851,,,152112,5761142,,,,,,,0.17650723457336426,0.08200764656066895,0.0017986297607421875,,,,,-88.29191458478387,-88.75602261862863,0.08445850452642789,,,0.31422877311706543,0.06398558616638184,50,0.9968456801160607,(0.9170345926566279-0.1484159852167408j),(-0.0027846545830885255+0.00484104289818442j),0.1351456642150879,0.1364119052886963,0.5889630317687988
96,96,(1.0000000000000002+0j),10000,10000,1,10000,0.06165647506713867,(0.9331428175711535-0.12802290817504391j),(-1.6450976811316187e-07+3.8123415188841827e-08j),0.9993552163861641,0.05222630500793457,0.7901743146330986,0.7911942839165721,,,155916,5788980,,,,,,,0.1752464771270752,0.08283257484436035,0.001825571060180664,,,,,-88.30540463126609,-88.76324379315948,0.08229862500063898,,,0.3129689693450928,0.06529474258422852,50,0.9972439655866476,(0.9331428175711535-0.12802290817504391j),(0.005258893628428595+0.0007914287592898374j),0.12649893760681152,0.1275784969329834,0.5782554149627686
97,97,(1+0j),10000,10000,1,10000,0.06772613525390625,(0.922958590814176-0.22715502704342322j),(1.1227652583520997e-08-2.5106896484137983e-07j),0.9994478205411274,0.058797597885131836,0.8185391386033937,0.8194438488752955,,,154923,5772686,,,,,,,0.17409467697143555,0.07863998413085938,0.001844644546508789,,,,,-88.31602642804427,-88.7657289386271,0.08457077084109461,,,0.3153247833251953,0.062087297439575195,50,0.9975894147178364,(0.922958590814176-0.22715502704342322j),(0.005066757458612331+0.00025609585521067j),0.12759017944335938,0.12865972518920898,0.5931603908538818
98,98,(1.0000000000000002+0j),10000,10000,1,10000,0.0644230842590332,(0.9364938528473153-0.18931417360310654j),(-3.523274726061389e-07-1.5200148553068e-07j),0.9995329860887543,0.052052974700927734,0.8353604587132988,0.8361412555454367,,,159116,5809900,,,,,,,0.1712169647216797,0.08168697357177734,0.0018115043640136719,,,,,-88.32422916456373,-88.7662744935001,0.08076887593970172,,,0.3076314926147461,0.060469865798950195,50,0.9978733892587013,(0.9364938528473153-0.18931417360310654j),(0.004481293321686631-0.0015150694717555955j),0.12395906448364258,0.1250464916229248,0.5683741569519043
99,99,(0.9999999999999996+0j),10000,10000,1,10000,0.06604647636413574,(0.9218731612240095-0.25738370733015303j),(-2.424571080242301e-07+2.434563695817008e-07j),0.9995958647043244,0.05422782897949219,0.8414076083162653,0.842088105833213,,,159852,5810666,,,,,,,0.1704118251800537,0.07982468605041504,0.0018508434295654297,,,,,-88.33129828532796,-88.76177281266943,0.0787865452290066,,,0.30720067024230957,0.062094688415527344,50,0.9980998651157474,(0.9218731612240095-0.25738370733015303j),(0.004564838439081934-0.00022144816014579413j),0.125593900680542,0.1266775131225586,0.5727808475494385
100,100,(1.0000000000000002+0j),10000,10000,1,10000,0.06185269355773926,(0.8923503346613167-0.34252280786884864j),(-3.8658202019496044e-07-2.907056031767352e-07j),0.9996441468039236,0.05318784713745117,0.8373835275121311,0.8379798169897394,,,158492,5809272,,,,,,,0.1698009967803955,0.08212947845458984,0.0019314289093017578,,,,,-88.33810532257209,-88.7584607834421,0.06723207192544392,,,0.30800509452819824,0.05600094795227051,50,0.9982734538407168,(0.8923503346613167-0.34252280786884864j),(0.004319241963620813+0.0009433328535823095j),0.12639284133911133,0.12746381759643555,0.5642492771148682
101,101,(1.0000000000000004+0j),10000,10000,1,10000,0.06491780281066895,(0.8591550448147598-0.40890502982180166j),(-2.677574268559356e-07-4.003989792789793e-07j),0.9996806173349653,0.05138802528381348,0.8234313037314388,0.8239575351903438,,,155601,5783176,,,,,,,0.17397427558898926,0.08950448036193848,0.0016429424285888672,,,,,-88.3453799078756,-88.75655159936176,0.044106690116415985,,,0.3174002170562744,0.06284594535827637,50,0.9983973945260867,(0.8591550448147598-0.40890502982180166j),(-0.0013653335583500659+0.00415615531601793j),0.1355729103088379,0.13671064376831055,0.5931613445281982
102,102,(0.9999999999999998+0j),10000,10000,1,10000,0.06291413307189941,(0.7533757456884572-0.5683872793019743j),(3.416920918440716e-07+4.43253259338052e-08j),0.9997110563735737,0.051688432693481445,0.7989954727626405,0.7994574022591705,,,155331,5786982,,,,,,,0.16492438316345215,0.08419942855834961,0.0015804767608642578,,,,,-88.35361766917357,-88.75124438024363,0.02198483260140555,,,0.30326390266418457,0.0547795295715332,50,0.998477714508844,(0.7533757456884572-0.5683872793019743j),(-0.0010495017735821463+0.00414272140534874j),0.13602447509765625,0.1371448040008545,0.5693356990814209
103,103,(1.0000000000000009+0j),10000,10000,1,10000,0.06464886665344238,(0.6945741030638166-0.6210727679098541j),(1.2479650739760934e-08-1.2228931436569866e-07j),0.9997290612644137,0.05202293395996094,0.763073224620767,0.7634868849173481,,,148877,5730596,,,,,,,0.17071223258972168,0.08179903030395508,0.0016961097717285156,,,,,-88.36294919979314,-88.7416903453813,-0.0036839297829648625,,,0.3071308135986328,0.06507754325866699,50,0.9985229080266974,(0.6945741030638166-0.6210727679098541j),(-0.002250892766256116-0.0037613737355897334j),0.1362917423248291,0.13742494583129883,0.5857391357421875
104,104,(0.9999999999999994+0j),10000,10000,1,10000,0.06372499465942383,(0.5784293902178409-0.7081509231749454j),(3.2985155528783904e-07+1.92983181574061e-07j),0.999745801617701,0.051859140396118164,0.7148686748165982,0.7152322503625869,,,146263,5721262,,,,,,,0.16977763175964355,0.08261942863464355,0.0017533302307128906,,,,,-88.37312019579021,-88.72658605443604,-0.01771716022111191,,,0.30689072608947754,0.06247282028198242,50,0.9985396813976368,(0.5784293902178409-0.7081509231749454j),(0.0012046918501187334-0.004060999143973632j),0.13443374633789062,0.1355428695678711,0.5790839195251465
105,105,(1.0000000000000002+0j),10000,10000,1,10000,0.06412410736083984,(0.5146526536534451-0.7261446173024937j),(-3.534765146692707e-08-7.309978171388604e-08j),0.999756292009006,0.0508425235748291,0.6549923994425992,0.6553117699511433,,,141636,5688848,,,,,,,0.1583240032196045,0.08312439918518066,0.0014994144439697266,,,,,-88.38376326276716,-88.7081616969839,-0.02505822835452232,,,0.2946603298187256,0.061411380767822266,50,0.9985361979352836,(0.5146526536534451-0.7261446173024937j),(0.0035337335607007153-0.002591294124633977j),0.1348590850830078,0.13599061965942383,0.5674610137939453
106,106,(1+0j),10000,10000,1,10000,0.0638277530670166,(0.410627495823185-0.7522807502765888j),(-1.6684515812444695e-07-6.380527619594547e-08j),0.9997682396395888,0.05237150192260742,0.5871414246350446,0.5874136714918042,,,141284,5687316,,,,,,,0.16620731353759766,0.08077168464660645,0.002779245376586914,,,,,-88.39400607794394,-88.68698892242737,-0.022168506805905076,,,0.30292749404907227,0.0743262767791748,50,0.9985234817756732,(0.410627495823185-0.7522807502765888j),(0.0033095421949502217-0.002841600091549017j),0.14532804489135742,0.14657974243164062,0.598524808883667
107,107,(1+0j),10000,10000,1,10000,0.0656118392944336,(0.39062326661215263-0.7141305143148993j),(2.595603327353246e-07+2.577909644247251e-08j),0.9997775967906598,0.05199432373046875,0.5196492080395374,0.5198804284761268,,,135969,5643768,,,,,,,0.16958975791931152,0.08104801177978516,0.0015041828155517578,,,,,-88.40208325346775,-88.6665160715524,-0.02117890385782704,,,0.30496811866760254,0.065032958984375,50,0.9985151674865078,(0.39062326661215263-0.7141305143148993j),(0.004221713503155377-0.001560083207090452j),0.13528227806091309,0.13640332221984863,0.583134651184082
108,108,(1.0000000000000002+0j),10000,10000,1,10000,0.06283330917358398,(0.030231366871852624-0.7600547728562098j),(-1.6163452174594258e-08-1.3020097202366207e-07j),0.999790441559955,0.05465555191040039,0.46536904514994587,0.46556415049905636,,,132921,5615442,,,,,,,0.1665050983428955,0.08219051361083984,0.0015192031860351562,,,,,-88.39429196201274,-88.6364239543405,0.004209055531000026,,,0.3057138919830322,0.06293368339538574,50,0.9985235087429924,(0.030231366871852624-0.7600547728562098j),(-0.004114076032989985+0.0019238685838129127j),0.13277053833007812,0.1338956356048584,0.56730055809021
109,109,(0.9999999999999997+0j),10000,10000,1,10000,0.06355977058410645,(0.42297535854858836-0.5628822989764543j),(1.0719734536652873e-07-1.3911506502834875e-07j),0.9998069537110517,0.049896240234375,0.4377348270957785,0.4379038822152271,,,134651,5632432,,,,,,,0.16744089126586914,0.08458876609802246,0.0014557838439941406,,,,,-88.38776730599153,-88.62926846407588,-0.03239462575162552,,,0.304276704788208,0.06435155868530273,50,0.99856339162673,(0.42297535854858836-0.5628822989764543j),(-0.0037758846553124113+0.00246864606698677j),0.1367475986480713,0.1378772258758545,0.5718457698822021
110,110,(0.9999999999999998+0j),10000,10000,1,10000,0.06522059440612793,(-0.029596329470632985-0.7058963861350416j),(-1.9524534126242433e-07-7.392884966380514e-08j),0.9998212551847908,0.05565333366394043,0.4330510312713721,0.43320588404195126,,,131113,5603794,,,,,,,0.19240188598632812,0.08553123474121094,0.0014081001281738281,,,,,-88.39498941804162,-88.61862359257387,-0.025190089022170965,,,0.33582425117492676,0.06275463104248047,50,0.9986168412164349,(-0.029596329470632985-0.7058963861350416j),(-0.0010642655459112832-0.004453973529195743j),0.13551878929138184,0.1366431713104248,0.6023058891296387
111,111,(0.9999999999999998+0j),10000,10000,1,10000,0.06243181228637695,(0.17642009301988065-0.7144822121461781j),(1.0389532028414569e-07+1.2275744500245498e-07j),0.9998322964413904,0.05338883399963379,0.43768453466773793,0.43783137411297585,,,129557,5586466,,,,,,,0.16842913627624512,0.08297395706176758,0.0014879703521728516,,,,,-88.41063872037198,-88.60580808470047,-0.0012032717415248505,,,0.307175874710083,0.06248617172241211,50,0.998673415479481,(0.17642009301988065-0.7144822121461781j),(0.0034297190702787974-0.003168646953462097j),0.13621783256530762,0.1373426914215088,0.5803439617156982
112,112,(1+0j),10000,10000,1,10000,0.06501054763793945,(0.29925000073697855-0.6878642185416011j),(-3.8951206832953614e-08+3.0322783346146807e-07j),0.9998417800373735,0.052758216857910156,0.43992070635656877,0.4400599478773165,,,129804,5595936,,,,,,,0.16448569297790527,0.08206748962402344,0.0014793872833251953,,,,,-88.39417260818382,-88.59602515832502,0.007963818446064853,,,0.3016500473022461,0.06072187423706055,50,0.9987243102193402,(0.29925000073697855-0.6878642185416011j),(0.0029759087331236857-0.003571983182529718j),0.13658595085144043,0.13773465156555176,0.5669460296630859
113,113,(1.0000000000000002+0j),10000,10000,1,10000,0.06399655342102051,(0.2340709272768575-0.7160774235700018j),(-9.83408842250342e-08-3.154309953148984e-07j),0.9998481835165297,0.05476260185241699,0.43550339678290445,0.4356356600902453,,,129406,5584738,,,,,,,0.15921688079833984,0.08176803588867188,0.0014672279357910156,,,,,-88.40852900422216,-88.59872750825826,-2.016943072735848e-05,,,0.2980518341064453,0.059728145599365234,50,0.998766608405094,(0.2340709272768575-0.7160774235700018j),(0.0032444815146905506-0.003020838007724248j),0.13220810890197754,0.13335132598876953,0.5568785667419434
114,114,(0.9999999999999999+0j),10000,10000,1,10000,0.06135725975036621,(0.04667012875206308-0.7449782591710196j),(-2.17188878844926e-07-2.874835661853534e-08j),0.9998521378402311,0.05210089683532715,0.4225233805645778,0.42264835872241113,,,130751,5602758,,,,,,,0.16223740577697754,0.08456039428710938,0.0016474723815917969,,,,,-88.42423561912064,-88.6129125195817,-0.00895297638253048,,,0.3013725280761719,0.05984663963317871,50,0.9987966182715655,(0.04667012875206308-0.7449782591710196j),(-0.004062794289830305+0.0015200948605046472j),0.1369948387145996,0.13813018798828125,0.5721282958984375
115,115,(1.0000000000000004+0j),10000,10000,1,10000,0.0650479793548584,(-0.08489545015455364-0.7250035464238407j),(9.575381295046864e-08-1.3208741111965038e-07j),0.999852038078144,0.053507328033447266,0.4015470940717731,0.4016659478093729,,,129490,5588232,,,,,,,0.17461395263671875,0.08382105827331543,0.0014052391052246094,,,,,-88.42005449856023,-88.6265991687529,-0.006414925428755091,,,0.3141899108886719,0.06421518325805664,50,0.9988120434011887,(-0.08489545015455364-0.7250035464238407j),(-0.003508330804309624+0.0023190057643206136j),0.1367654800415039,0.13789796829223633,0.5830953121185303
116,116,(0.9999999999999998+0j),10000,10000,1,10000,0.0621647834777832,(-0.06672042088319631-0.7025936386019133j),(8.279982374471687e-08-8.34763094632183e-08j),0.999853264412265,0.05649566650390625,0.3759803572310413,0.3760907209192583,,,129173,5584918,,,,,,,0.1663830280303955,0.07680773735046387,0.0013072490692138672,,,,,-88.42763695208754,-88.62964117779562,0.002205286352544647,,,0.3018147945404053,0.07167387008666992,50,0.9988155345606649,(-0.06672042088319631-0.7025936386019133j),(-0.0035819431767787945+0.0021159871957769764j),0.1351926326751709,0.13628840446472168,0.5825276374816895
117,117,(0.9999999999999997+0j),10000,10000,1,10000,0.07254338264465332,(0.053292909624610404-0.6725486162629956j),(1.396196587078877e-07-2.4634725114593103e-07j),0.999852251417414,0.05371975898742676,0.34973963307236045,0.3498430030510692,,,126626,5560222,,,,,,,0.1608421802520752,0.08015966415405273,0.0014536380767822266,,,,,-88.4495946006644,-88.62399060358459,0.00585960856893897,,,0.29707884788513184,0.06759309768676758,50,0.9988122203950585,(0.053292909624610404-0.6725486162629956j),(-0.0039604664305146215+0.0013926798122964258j),0.13607263565063477,0.13716363906860352,0.5851178169250488
118,118,(1+0j),10000,10000,1,10000,0.06635904312133789,(0.1809580492871289-0.61060001375762j),(-2.706272494948787e-07+1.0884082818891344e-07j),0.9998537572525662,0.05699944496154785,0.3276970193266976,0.3277928869809732,,,131193,5597786,,,,,,,0.1757049560546875,0.08330845832824707,0.0014684200286865234,,,,,-88.46694577140683,-88.6155798002191,0.0025059026640017927,,,0.3182966709136963,0.05767250061035156,50,0.9988127466083083,(0.1809580492871289-0.61060001375762j),(0.0010745715275746223+0.004054110126250569j),0.1382763385772705,0.13941097259521484,0.5929806232452393
119,119,(1+0j),10000,10000,1,10000,0.06450223922729492,(0.23499494132142532-0.5444303026509051j),(2.2528608747360012e-07+9.228768545484429e-08j),0.9998550872201958,0.05320239067077637,0.3163354157640671,0.31642711778567567,,,129504,5581018,,,,,,,0.1617577075958252,0.07993030548095703,0.0015087127685546875,,,,,-88.47425574906963,-88.6084224859723,-0.001908028586402543,,,0.2972385883331299,0.057120323181152344,50,0.9988266956191825,(0.23499494132142532-0.5444303026509051j),(0.0008306113237376881+0.004090207850093177j),0.13593292236328125,0.13704872131347656,0.5671062469482422
120,120,(0.9999999999999998+0j),10000,10000,1,10000,0.06392145156860352,(0.5490454246971294+0.30688299877047637j),(-2.023572825819392e-07+5.8881348796520854e-08j),0.9998610515080063,0.05333375930786133,0.3228323199866159,0.32292205281660286,,,130446,5594294,,,,,,,0.18089580535888672,0.08381533622741699,0.001524209976196289,,,,,-88.48598061247182,-88.60386928875647,-0.0033121055642999307,,,0.3204779624938965,0.060608625411987305,50,0.9988599198760806,(0.5490454246971294+0.30688299877047637j),(0.0027872189658079906+0.0029307097524225805j),0.13754749298095703,0.13870835304260254,0.5948426723480225
121,121,(0.9999999999999999+0j),10000,10000,1,10000,0.06486320495605469,(0.6020178861230934+0.34683801844876355j),(-1.4691452361699805e-07-1.8965716919957067e-07j),0.9998701845929666,0.052163124084472656,0.35277846023329096,0.35287007023030403,,,131086,5596968,,,,,,,0.16095209121704102,0.08254384994506836,0.0014297962188720703,,,,,-88.505201995682,-88.60157649425038,-0.0021371313085261066,,,0.2978987693786621,0.06085062026977539,50,0.9989209407991484,(0.6020178861230934+0.34683801844876355j),(2.522185778814393e-06+0.003943113462366594j),0.1365799903869629,0.13771963119506836,0.5725042819976807
122,122,(1.0000000000000004+0j),10000,10000,1,10000,0.06263518333435059,(0.6385913555394297+0.40527180419209163j),(1.2180852789425422e-08-7.597453867596584e-08j),0.9998814455591797,0.05496478080749512,0.4074272263335036,0.40752384812956444,,,131937,5602174,,,,,,,0.18105101585388184,0.0822296142578125,0.0013456344604492188,,,,,-88.52433496102958,-88.60041301114569,-6.344419680888466e-06,,,0.3204071521759033,0.06228804588317871,50,0.9990060166882732,(0.6385913555394297+0.40527180419209163j),(0.002520022321774384+0.0027446723819951465j),0.13993549346923828,0.14104747772216797,0.5985546112060547
123,123,(1+0j),10000,10000,1,10000,0.06532597541809082,(0.6580654841075931+0.4735783740527754j),(-2.0620599118236483e-08-1.1160850561669598e-07j),0.9998960461371164,0.0567929744720459,0.48192784091661867,0.48202805306389657,,,133522,5607532,,,,,,,0.16560935974121094,0.08301806449890137,0.0014939308166503906,,,,,-88.53935075052377,-88.59943671827223,0.001714756030018276,,,0.3078451156616211,0.0581202507019043,50,0.9991067417895333,(0.6580654841075931+0.4735783740527754j),(0.0029945826121928138+0.0016318580190503628j),0.13712215423583984,0.13824892044067383,0.5807931423187256
124,124,(1+0j),10000,10000,1,10000,0.06482338905334473,(0.6694801194817832+0.5339059517220005j),(1.4537003482720293e-07-1.3066427812469243e-08j),0.99990946317588,0.057420969009399414,0.5665654236046068,0.5666680276067761,,,131330,5597166,,,,,,,0.17059087753295898,0.08244776725769043,0.0014829635620117188,,,,,-88.5521735069983,-88.5984211332894,0.002151434309466781,,,0.3127586841583252,0.06389355659484863,50,0.9992163262715246,(0.6694801194817832+0.5339059517220005j),(0.0031010394098857016-0.00018073689350269593j),0.1349809169769287,0.1361098289489746,0.5965549945831299
125,125,(1.0000000000000002+0j),10000,10000,1,10000,0.06161832809448242,(0.676665936183365+0.5820937454717158j),(-1.7023003785803078e-07+8.717104928441709e-08j),0.9999236333241021,0.05514264106750488,0.6505265116628263,0.6506258801399001,,,134391,5616830,,,,,,,0.1635279655456543,0.08799362182617188,0.0015807151794433594,,,,,-88.56436851108992,-88.59741559541874,0.0013754594856316346,,,0.30910348892211914,0.06734204292297363,50,0.9993237426979656,(0.676665936183365+0.5820937454717158j),(-0.002755489786648172+0.00011832427251625673j),0.1386711597442627,0.1400008201599121,0.5894575119018555
126,126,(1.0000000000000002+0j),10000,10000,1,10000,0.06735396385192871,(0.6767197920230466+0.6236763931899707j),(5.102747656897962e-08+1.4218215276390735e-07j),0.9999365306990581,0.05842781066894531,0.7255163746021178,0.7256084794050018,,,134064,5618170,,,,,,,0.16883134841918945,0.08209347724914551,0.0014181137084960938,,,,,-88.57485906583807,-88.59633670246487,7.128101287596438e-05,,,0.3115808963775635,0.05483722686767578,50,0.9994198779376069,(0.6767197920230466+0.6236763931899707j),(-0.0016762020160263332+0.0018562883597580686j),0.14691543579101562,0.14805340766906738,0.5929512977600098
127,127,(1.0000000000000007+0j),10000,10000,1,10000,0.0643620491027832,(0.6564630326584865+0.673793235071792j),(9.902658778154037e-08+2.125527578561531e-08j),0.9999474720982203,0.05533957481384277,0.7873186014229195,0.7874013203287683,,,138290,5650678,,,,,,,0.17415070533752441,0.08348822593688965,0.0014226436614990234,,,,,-88.58219697644329,-88.59515144491681,-0.0008150444665641418,,,0.3152477741241455,0.06068301200866699,50,0.9995017459116461,(0.6564630326584865+0.673793235071792j),(0.0007307289315500948-0.0022716958722614118j),0.135361909866333,0.1364891529083252,0.5879921913146973
128,128,(1.0000000000000002+0j),10000,10000,1,10000,0.06430935859680176,(0.5780349377720779+0.7606961507522172j),(-1.6144229881483772e-07-4.523603842844638e-08j),0.9999566491834802,0.0524289608001709,0.8353190675111765,0.8353914957481394,,,140877,5673670,,,,,,,0.17642474174499512,0.08576345443725586,0.0015630722045898438,,,,,-88.58649764386668,-88.59403328586477,-0.000358174044984181,,,0.31708240509033203,0.06178927421569824,50,0.9995690992080839,(0.5780349377720779+0.7606961507522172j),(0.0012406766672789931-0.0018123766807299872j),0.13538861274719238,0.13657355308532715,0.5911252498626709
129,129,(0.9999999999999996+0j),10000,10000,1,10000,0.06355404853820801,(0.4952505802054251+0.8291191434188484j),(-2.102913900217555e-07+6.222399172698679e-08j),0.9999636864346145,0.05296182632446289,0.8710959357518285,0.8711592043965123,,,147819,5723740,,,,,,,0.15848970413208008,0.08146166801452637,0.0015506744384765625,,,,,-88.58887360047815,-88.59313359463889,0.00045134557850674573,,,0.29530811309814453,0.06207990646362305,50,0.9996211970290936,(0.4952505802054251+0.8291191434188484j),(0.0020021045924228853+3.978432387667037e-05j),0.14303255081176758,0.1443333625793457,0.576836109161377
130,130,(0.9999999999999997+0j),10000,10000,1,10000,0.07009625434875488,(0.5712504544477193+0.7876427146287893j),(-2.706370685377695e-08+1.2195495501627802e-07j),0.9999686250004435,0.055098533630371094,0.8969222230811329,0.8969785075987121,,,149007,5736908,,,,,,,0.16066193580627441,0.08255791664123535,0.0014886856079101562,,,,,-88.59074772063587,-88.5926901738335,-0.0005494558340037106,,,0.30063438415527344,0.06393933296203613,50,0.9996605292178237,(0.5712504544477193+0.7876427146287893j),(0.0019373404304618455+6.535233610256468e-05j),0.1328880786895752,0.13403034210205078,0.5798518657684326
131,131,(1.0000000000000004+0j),10000,10000,1,10000,0.060129404067993164,(0.5913462679667602+0.7789175208137981j),(1.0479748648170962e-07+6.023862171811672e-08j),0.9999716329217233,0.05192255973815918,0.9151347345722068,0.9151866561787914,,,147715,5724732,,,,,,,0.16879677772521973,0.0858469009399414,0.0015404224395751953,,,,,-88.59241890401287,-88.59252158886544,-0.0003050244333016254,,,0.3089561462402344,0.0613102912902832,50,0.999686891849205,(0.5913462679667602+0.7789175208137981j),(0.0017881066487204311+0.0008326995337006356j),0.13381576538085938,0.13498854637145996,0.5766808986663818
132,132,(0.9999999999999999+0j),10000,10000,1,10000,0.06260299682617188,(0.5775690936850475+0.7934830875686177j),(-8.93405853103299e-08+2.8091497243734038e-08j),0.9999733126660793,0.052974700927734375,0.9280542594771294,0.9281037960479577,,,146482,5719472,,,,,,,0.16874933242797852,0.08392095565795898,0.0016088485717773438,,,,,-88.59369719967088,-88.59243259893636,0.000263592658052565,,,0.3081843852996826,0.07097554206848145,50,0.9997024177413065,(0.5775690936850475+0.7934830875686177j),(0.001939994166728419+0.0003669715057635608j),0.1384735107421875,0.13962721824645996,0.5928149223327637
133,133,(1.0000000000000004+0j),10000,10000,1,10000,0.06645584106445312,(0.5931320291031599+0.7849574961862458j),(9.858977427999066e-08+1.0075482196884101e-07j),0.9999739261779705,0.056664466857910156,0.937172892750258,0.9372217660201518,,,145639,5712354,,,,,,,0.1681222915649414,0.08356380462646484,0.0015747547149658203,,,,,-88.59490249442918,-88.59256362843792,0.0001376933222178056,,,0.31081247329711914,0.06319832801818848,50,0.9997076285700717,(0.5931320291031599+0.7849574961862458j),(0.0015923391482600743-0.0013104201048868345j),0.1419386863708496,0.1446399688720703,0.5957753658294678
134,134,(1.0000000000000002+0j),10000,10000,1,10000,0.07160472869873047,(0.6225853435282735+0.7639133750539051j),(-3.33036464505308e-08+5.1285535238813654e-08j),0.9999732480023881,0.05624032020568848,0.9433534467852428,0.9434039219890137,,,142418,5689902,,,,,,,0.18282341957092285,0.08662962913513184,0.0018606185913085938,,,,,-88.59637420831795,-88.59307022539642,-0.00010986280369593722,,,0.32848381996154785,0.06380128860473633,50,0.9997040557931323,(0.6225853435282735+0.7639133750539051j),(0.00014783623102909908-0.002123340108391226j),0.1359577178955078,0.1370863914489746,0.6117711067199707
135,135,(0.9999999999999993+0j),10000,10000,1,10000,0.0639336109161377,(0.6497725848661986+0.7422249365350119j),(-3.7312406181337314e-08+4.103859554412198e-08j),0.9999718615899034,0.0529630184173584,0.9470688671629349,0.9471221674369495,,,139792,5668532,,,,,,,0.16797542572021484,0.07998514175415039,0.001566171646118164,,,,,-88.59839124308621,-88.59411166621321,0.00014332621130325716,,,0.303342342376709,0.06452655792236328,50,0.9996920002993319,(0.6497725848661986+0.7422249365350119j),(-0.00037701599980426875-0.0021889560568676774j),0.1330423355102539,0.13417363166809082,0.5773031711578369
